class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,1022,2130706458,60,0,0,0,0,0,0,114,15380,43390,4580,98,0,28626,0,0,0,0,0,60800,54704,8228,3442,0,0,0,0,122,42,0,0,0,0,0,0,35984,27578,0,0,96,36,42,38,582,62754,14,0,0,0,31200,21918,7006,2862,372,74,94,36,0,0,69064,0,144,202,0,28626,674,3046,5146,,,,8060,1021.6,69064,69064,69634,215,64,6694,68840,63562,1209600,1198,2,8,0,54142.08,0.0,9317.76,0,12,0,0,0,7196,20560,35226,490,64,26,0,0,6,69064,164,22,46,3180,1110,4286,52300,2318,136,0,76,190,54774,42060,0,10,0,0,55146,84,48,0,0,0,0,0,0,0,0,434,228,360,0,0,564,138,370080,37018,60282,20,0,0,21640,63.62,74,10208,7142,1620,838,3128,40544,80,2,0,0,0,0
neg,2210,70,46,0,0,0,0,0,7602,92778,70810,24696,0,0,0,84182,0,0,0,3914,5270,190138,,115512,,0,0,0,0,120,56,0,0,0,0,0,0,0,114530,81356,0,6624,4180,6690,9828,39706,128858,0,0,0,0,75274,66048,34074,10482,4612,2104,1542,1308,424,18,309706,24,52,68,0,84182,2382,,,,,,114080,2210.42,309706,309706,307216,824,0,30014,308400,195886,,4960,0,10,0,129579.84,21062.4,43968.0,112,238,0,972,93258,73938,23596,3718,360,44,0,0,4,20,309706,1316,54,14504,30810,48034,100840,328,0,0,0,112,104,129362,43028,0,0,0,0,132614,238,204,370,21196,0,0,0,0,0,0,1750,422,76,25852,6714,4470,990,1620,216,34990,144,0,0,287810,227.62,256,67474,27510,25864,9784,13070,17242,15580,19356,6,0,0,0
neg,338,14,,0,0,0,0,0,0,22,19934,33774,220,0,0,21082,0,0,0,0,0,46340,36352,61856,3656,0,0,0,0,20,2,0,0,0,0,0,0,0,108,53842,0,664,440,718,1028,2876,4580,43644,0,0,0,42044,5358,2356,1600,910,470,666,208,118,220,108324,0,0,2,0,21082,848,45886,14902,,,,60660,337.59,108324,108324,108072,159,0,10374,107260,54248,1209600,1692,,,,25229.76,10165.44,17636.16,8,122,0,0,0,3418,34124,13994,2330,78,6,0,,20,108324,1354,60,1246,5092,4560,22608,17132,1890,8,0,,,,,,,,,,444,96,14780,11512,0,0,0,0,0,0,874,0,0,0,0,0,0,0,0,0,0,0,0,0,246.64,178,29400,9118,4708,2516,3840,1626,1212,1530,0,0,0,0
neg,81022,0,,0,0,0,0,0,0,5142,121882,4759864,1371108,27922,0,3047892,0,0,0,0,0,5591562,4929106,1204000,539988,0,0,0,0,0,0,0,0,0,0,0,28892,232240,3065690,2959096,0,6280,5052,7410,20566,3334072,2912492,40,6,0,0,2823726,1016286,488286,356460,290900,275762,365218,507672,158628,2980,6796816,248,1650,1240,554,3047892,94808,591084,610138,267220,210840,205060,157320,81021.78,6796816,6796816,6716506,39020,221598,65646,733060,6285918,1209600,0,,,,5110589.76,0.0,1167690.24,,,0,0,0,47550,2341734,3362974,481026,45084,7524,26,,72,6796816,7030,994,366746,796352,406508,3941570,758284,8430,4,0,,,,,,,,,,6026,316,0,0,0,0,0,0,0,0,51280,67838,12086,0,0,234950,41238,7895120,1303066,0,0,0,0,35233810,,,1216210,1636492,684870,313108,619576,518680,434774,430798,414606,16804,0,0
neg,39794,0,,0,0,0,0,0,0,40124,753258,1259082,1110654,191628,412,1405504,0,0,0,0,0,2977548,2592460,500576,324698,0,0,0,0,0,0,0,0,0,0,0,12234,626008,2557622,159294,0,1928,296,652,75104,2438842,837612,724,0,0,0,1619974,753740,330196,202942,145348,129122,150400,23436,0,0,3478836,0,882,2858,0,1405504,46658,227420,272172,169180,176440,,148340,39793.05,3478836,3478836,3491476,11664,246246,101666,1052560,3355158,1209600,0,,,,2457686.4,0.0,894167.04,0,0,0,0,2264,239854,883226,1038730,1082276,97408,10664,736,,0,3478836,4688,726,4668,626196,272154,1974510,465036,7180,0,0,,,,,,,,,,2702,202,0,0,0,0,0,0,0,0,21756,0,0,0,0,0,0,0,0,0,0,0,0,857600,1443.5,1580,922090,600678,439962,190208,393566,471222,227626,68034,40950,822,0,0
pos,975026,3392,,662,2648,0,732,380274,1828136,10621162,12141184,3456906,380826,53888,6978,26204712,0,192,,7286152,12517768,48670592,51219492,33088992,3370816,120,0,0,0,11704,3812,0,0,0,0,0,29290,4450738,15903424,8486634,0,100324,47602,51342,74568,334258,26141426,894394,1226172,0,0,10745108,8055664,3155016,1660918,1089998,801814,648830,550946,370890,1790902,89041442,69700,18528,50456,282,26204712,577632,28031890,5045648,538100,559820,603020,338180,975025.84,89041442,89041442,45188024,149202,12478,,710200,28858812,1209600,1489216,,,,52612735.68,1253366.4,3998784.96,8166,13146,154128,368314,1759840,3839098,8143074,6210548,4375746,2393570,963282,662486,,5770,89041442,51150,6482,1477938,1013978,893190,22258222,3103142,65914,70,0,3048,26948,47092088,21700026,356,773562,0,0,48003172,68340,1774,,,,,,,,,409884,283558,62604,97417230,12277284,2064390,270124,1865960,239864,82424048,906552,0,0,,,15042,2550544,3653736,4170456,3084186,3753066,2081086,7218390,2357488,1134,0,0,0
neg,2662,188,0,0,0,0,0,0,0,0,0,0,0,0,0,53244,0,0,0,20700,37892,141720,147420,51878,5732,0,0,0,0,498,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214430,6,6,6,2,53244,1546,20716,31008,,,,51080,2662.47,214430,214430,240,0,256,20898,213440,0,1209600,3036,0,0,0,132863.04,6629.76,44526.72,0,0,0,0,0,0,0,0,0,0,0,0,0,36,214430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,472,0,0,10,6698,0,0,0,0,1574,398,98,0,0,2462,532,573400,58748,0,0,0,0,1662080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,239098,,,0,0,0,0,0,0,155664,7596840,16268638,8356598,1247270,32338,10978496,13954,0,,0,0,24944754,20101240,10552126,4132914,0,0,17648,0,0,0,0,0,0,0,0,0,3166514,30480704,10130,0,37284,20072,27500,60556,15514258,17962604,35054,18,2,0,17772078,4898368,2053308,1368250,1036696,977154,1466438,3731290,353414,352,35503596,0,746,790,1028,10978496,484458,4494250,6044364,291140,355140,328020,74740,239098.44,35503596,35503596,35018122,194176,4455616,,342880,33657348,1209600,0,,,,25104077.76,0.0,8512195.2,,,0,0,0,612914,8820494,16198686,7201474,734776,86744,2260,,0,35503596,40940,7990,6133938,2783410,5656134,18175674,848788,10474,0,0,,,,,,,,,,47976,1796,,,,,,,,,296194,146620,41094,0,0,1062182,134134,63777840,23561850,0,0,0,0,,,,8728248,16769232,2294234,1066894,1692278,1074814,755604,485314,757448,33282,0,0
neg,178520,0,,0,0,0,0,0,0,72158,2376310,7222182,1077422,2156,0,5199942,0,0,0,0,0,9810066,9022820,1124164,658178,0,0,0,0,0,0,0,0,0,0,0,84304,5143442,5203984,318498,0,7224,1980,3206,4442,312176,10390574,30614,12,0,0,3948904,1566514,852880,607246,530694,642454,1155490,1205598,224638,15810,10935540,166,1064,1482,444,5199942,108026,623358,498054,122080,118560,118500,5160,178519.33,10935540,10935540,10841954,78602,1721772,114964,29860,10750228,1209600,0,,,,10131458.88,0.0,608630.4,,,0,0,4742,813706,5657204,4050620,183860,33000,7020,76,,0,10935540,9232,1534,312026,357732,847896,8756164,457494,8150,0,0,,,,,,,,,,6000,66,0,0,0,0,0,0,0,0,56036,152484,27072,0,0,378610,45948,19653940,2588702,0,0,0,0,6259410,,,649160,2014902,1489804,714476,1847704,2337750,948378,355866,388578,3610,0,0
neg,4470,18,18,0,0,0,0,0,0,16028,187822,103838,2492,0,0,140116,0,0,0,0,0,284796,261566,50086,13280,0,0,0,0,38,44,0,0,0,0,0,0,0,142732,167448,0,2158,312,252,258,458,306742,0,0,0,0,128928,44460,33402,37474,25420,13076,7504,5812,2792,11312,335010,310,240,248,0,140116,2942,19074,30116,,,,48420,4469.22,335010,335010,330308,1782,0,32722,333460,310450,1209600,4990,0,30,0,221028.48,27813.12,59966.4,0,78,0,0,302,39088,101216,94704,64506,10168,178,18,14,18,335010,2036,116,21166,38878,17208,168186,61634,948,8,0,38,108,221632,99974,0,2,0,0,226810,456,434,620,28458,0,28,0,0,0,0,1838,870,156,0,0,4712,754,520,52,0,0,0,0,3469210,465.44,290,91312,31944,10300,6016,14296,18846,48394,88366,706,0,0,0
neg,130,22,18,0,0,0,0,0,0,392,10220,37830,3748,132,0,19390,0,0,0,0,0,56864,38764,22588,5266,0,0,0,0,92,44,0,0,0,0,0,0,51484,834,0,0,634,162,94,188,7072,43966,202,0,0,0,44868,4546,1082,776,484,348,212,0,0,0,79606,0,4,8,0,19390,1360,7470,14984,,,,21320,129.32,79606,79606,76892,114,0,7038,77860,52338,1209600,2432,0,14,0,20210.88,2981.76,28678.08,0,0,0,0,0,3686,24806,19570,3934,262,60,0,2,6,79606,846,104,148,1872,1064,11858,24812,10958,648,6,30,228,28374,772,0,18,0,42,28668,356,48,0,0,10,2980,0,0,0,0,1328,138,26,0,0,578,150,1540,152,18104,92,0,0,0,351.04,310,34082,13608,1528,984,1948,156,12,0,0,0,0,0
neg,41506,0,,0,0,0,0,0,0,151396,2028030,504174,8800,0,0,1250872,0,0,0,0,0,2373018,2033364,567302,291750,0,0,0,0,0,0,0,0,0,0,0,152666,1856952,378718,304064,0,1356,228,374,32050,1945032,713304,56,0,0,0,972856,582062,237868,174596,155638,217908,351472,0,0,0,2940792,0,24,182,0,1250872,39592,325940,240470,221900,248340,,92400,41506.05,2940792,2940792,2942516,16522,243306,48396,516200,2692400,1209600,0,,,,2415267.84,0.0,269936.64,0,0,0,0,266,814702,1335534,497216,36512,5872,2178,120,,0,2940792,3408,494,258982,219268,156568,1452728,576828,23500,624,0,,,,,,,,,,1808,94,0,0,0,0,0,0,0,0,17478,0,0,0,0,0,0,0,0,0,0,0,0,1506040,869.74,1060,284980,508342,439870,233434,453134,286486,197340,111436,160640,16738,0,0
neg,41230,92,84,0,0,0,0,0,0,38982,212882,1699044,714608,62546,2488,1103740,0,0,0,0,0,2403474,2071558,399608,285102,0,0,0,0,228,58,0,0,0,0,0,116296,986008,1316526,311720,0,2760,992,1670,218622,1820658,684892,956,0,0,0,856210,639124,254604,192214,159682,143546,223572,261578,20,0,2803454,32,244,106,18,1103740,29864,181362,215604,162260,181400,,51200,41230.11,2803454,2803454,2805392,19273,10128,35030,378780,2730550,1209600,90512,4,124,0,2345961.6,0.0,381868.8,0,0,0,0,0,11018,672326,1425792,586844,28526,5456,588,1564,1578,2803454,4736,434,25710,226654,140890,1689034,625028,17782,282,0,122,146,1836566,58386,0,2330,0,44,2363708,1706,448,0,0,0,0,0,0,0,0,17104,45222,7036,0,0,76154,16142,1950600,243572,0,0,0,0,1660700,879.24,1040,400426,504664,362980,178372,339178,328756,236752,146078,218260,15084,0,0
neg,30774,396,156,0,0,0,0,0,352048,1520772,617982,32592,842,0,0,,,,,,,,1810582,,250908,0,,,,2290,1476,0,0,0,0,0,0,0,979072,1545164,0,1896,174,362,802,92300,2428676,26,0,0,0,696702,1157828,266290,107462,63430,56082,52980,52358,27688,43416,,430,898,1556,120,,,258920,300138,,,,,30773.17,,,2691518,11931,304,23152,,2524236,1209600,99034,0,388,0,2058027.84,36674.88,425560.32,,,0,101672,968156,1233868,189220,24676,5586,1040,18,0,12,18,,2432,360,319446,178706,659328,1351962,12002,0,0,0,206,4072,1824302,111454,0,112,0,0,2088154,2186,1094,0,0,450,36754,0,0,0,0,,13032,2356,5016090,721608,128156,16292,968440,101198,325674,30530,0,0,29773180,,,490944,642268,383710,163494,305680,199204,176560,159928,2448,0,0,0
neg,398,18,10,0,0,0,0,0,0,21752,19556,2792,0,0,0,15088,0,0,0,564,746,46568,41944,26984,1352,0,0,0,0,32,12,0,0,0,0,0,0,0,27486,16614,0,2050,636,1684,8204,19126,12400,0,0,0,0,25112,11632,4730,1758,250,130,466,22,0,0,74190,4,0,372,0,15088,576,18264,8652,,,,26580,398.0,74190,74190,74662,115,0,7194,73700,44100,1209600,960,0,8,0,22534.08,0,20281.92,32,82,0,0,19214,20208,3724,688,266,0,0,0,6,32,74190,1400,40,250,558,724,12074,26556,2452,46,0,6,14,21748,13962,0,72,0,0,24046,156,174,0,0,0,0,0,0,0,0,486,0,0,4990,876,588,114,740,86,4,122,0,0,0,614.8,92,22528,5250,758,318,592,1914,11080,1660,0,0,0,0
neg,30378,666,544,0,0,0,0,0,0,1344,196912,1379544,421210,32226,3370,1077280,810,0,0,0,0,1860544,1685896,274174,141934,0,0,2404,0,1084,286,0,0,0,0,0,54124,768426,1098346,113710,0,3364,1530,1464,151268,1417462,459414,104,0,0,0,751378,388144,166552,144752,146680,146020,139528,149898,1654,0,2135168,672,736,316,4,1077280,25918,146404,126844,170060,,,99920,30378.7,2135168,2135168,2148648,14740,8712,90246,920620,2034606,1209600,69388,0,120,0,1808837.76,0.0,223234.56,0,0,0,0,0,34092,478182,1080296,412054,24512,4850,620,28,34,2135168,4314,472,56432,112110,100930,1232972,507530,19664,182,0,1192,940,1782944,60158,100,46258,0,0,1836676,1478,228,0,0,0,0,0,0,0,0,13142,28750,4542,0,0,71612,14556,69180,27838,0,0,0,0,1482950,765.08,1002,239936,423720,315680,153032,289852,247474,137940,80852,138744,7376,0,0
neg,80284,224,192,0,0,0,0,0,0,372,30056,3436452,2243372,82318,210,2902340,0,0,0,0,0,4824172,3910168,1849862,751634,0,0,0,0,298,244,0,0,0,0,0,24,92552,1272816,4427388,0,6008,2982,6394,209608,4840378,727346,64,0,0,0,2174480,1270800,564344,422346,431654,775502,153654,0,0,0,6675346,0,70,164,4,2902340,102470,998542,840882,266300,277060,285720,137320,80284.72,6675346,6675346,6638152,35613,7282,50408,612420,5792780,1209600,205964,0,230,0,4745448.0,0.0,1041069.12,0,0,0,0,0,294,620432,2738610,2279124,134994,17988,1338,212,264,6675346,11602,1472,111912,652184,360480,2927064,1703826,24154,86,0,380,584,4673384,6182,42,196,0,0,4798540,4874,198,0,0,0,0,0,0,0,0,59494,84876,15236,0,0,105788,39688,253620,52862,0,0,0,0,284730,2960.54,2980,1082414,1227444,703794,331340,664932,516552,439466,310150,495696,20992,0,0
neg,201212,,,,,0,0,9130,482512,4027060,5139010,2296716,183414,96,0,5391930,0,0,,333914,464310,10346190,9831042,1737030,752278,,0,0,0,,,0,0,0,0,0,0,86908,6729130,5321900,0,24984,7330,11920,43264,1145978,10165572,597168,141722,0,0,4220882,2996290,1623876,921280,606502,390714,275582,217668,142258,742886,12418738,,,,,5391930,159028,677884,1053530,162460,212200,156580,35960,201212.43,12418738,12418738,,64926,,,300140,,1209600,,,,,10035750.72,12.48,2103007.68,314,572,1832,58652,1102990,3363322,4678250,2223646,641756,62772,4366,352,,,12418738,15192,1928,475114,1444986,557726,6570540,2937712,134024,716,0,,,,,,,,,,,,,,,,,,,,69930,,,,,,,,,,,,,,,4556,2197010,1502690,739152,328578,599908,601160,976812,5128050,64578,0,,
neg,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5120,0,0,0,9772,15310,9238,12668,44408,1576,0,0,0,0,62,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63466,0,0,4,0,5120,326,36226,8150,,,,43920,18.25,63466,63466,232,0,0,6008,63020,0,1209600,562,0,0,0,3898.56,5.76,19060.8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,63466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,30,0,0,0,6,0,0,0,0,514,0,0,32,8,56,20,2880,274,7586,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,8,0,2,0,0,0,0,0,0,0,104,2346,0,0,0,610,0,0,0,0,0,3566,2782,12536,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450,0,20,26,26,718,318,1070,272,0,0,0,1388,90,186,86,66,394,212,26,2,0,16110,0,0,0,0,610,60,12016,514,,,,12460,7.69,16110,16110,18098,23,0,1582,16020,2474,1209600,0,2,0,0,687.36,0.0,779.52,0,8,0,0,0,0,802,1438,178,32,0,0,2,0,16110,1002,0,2,10,756,348,326,6,0,0,6,14,760,170,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,12,1828,314,38,16,42,44,84,84,0,0,0,0
